"Titre court","Titre complet","Numéro de l'amendement","Partie de l'amendement","Sort de l'amendement","Désignation de l'article","Délibération","Auteur","Cosignataire(s)","Instance","Etape du texte","URL Dossier législatif","URL Texte référence","URL Amendement","URL Amendement format XML"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1518 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1518","I","Adopté","Après l'article 2","Première délibération","Mandon Emmanuel","  Mme Perrine Goulet, M. Mattei et Mme Mette","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1518","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001518.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1823 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1823","I","Non renseigné","Article 36","Première délibération","Maillard Sylvain","  M. Cazenave, M. Jean-René Cazeneuve, M. Pierre Cazeneuve, M. Dirx, M. Kasbarian, M. Labaronne, M. Lauzzana, Mme Lebec, Mme Marsaud, M. Masséglia, M. Metzdorf, M. Midy et M. Sitzenstuhl","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_36","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1823","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001823.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1226 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1226","I","Rejeté","Après l'article 2","Première délibération","Rixain Marie-Pierre","  Mme Calvez, M. Gouffier Valente, M. Causse, Mme Olivia Grégoire et Mme Hoffman","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1226","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001226.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 272 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF272","I","Non renseigné","Après l'article 27","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, Mme Petex, M. Fabrice Brun, M. Cordier, Mme Sylvie Bonnet, M. Breton et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_27","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF272","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000272.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 264 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF264","I","Retiré","Après l'article 2","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, Mme Petex, M. Fabrice Brun, M. Cordier, Mme Sylvie Bonnet et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF264","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000264.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1634 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1634","I","Non renseigné","Après l'article 25","Première délibération","Bruneau Joël","  M. Bataille et M. Castellani","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_25","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1634","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001634.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1643 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1643","I","Non renseigné","Article 25","Première délibération","Bruneau Joël",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_25","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1643","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001643.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 347 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF347","I","Rejeté","Après l'article 2","Première délibération","Lejeune Claire","  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, M. Arnault, Mme Belouassa-Cherifi, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Cadalen, M. Caron, M. Carrière, Mme Cathala, M. Cernon, Mme Chikirou, M. Clouet, M. Coquerel, M. Coulomme, M. Delogu, M. Diouara, Mme Dufour, Mme Erodi, Mme Feld, M. Fernandes, Mme Ferrer, M. Gaillard, Mme Guetté, M. Guiraud, Mme Hamdane, Mme Hignet, M. Kerbrat, M. Lachaud, M. Lahmar, M. Laisney, M. Le Coq, M. Le Gall, Mme Leboucher, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Élisa Martin, M. Maudet, Mme Maximi, Mme Mesmeur, Mme Manon Meunier, M. Nilor, Mme Nosbé, Mme Obono, Mme Oziol, Mme Panot, M. Pilato, M. Piquemal, M. Portes, M. Prud'homme, M. Ratenon, M. Saint-Martin, M. Saintoul, Mme Soudais, Mme Stambach-Terrenoir, M. Aurélien Taché, Mme Taurinya, M. Tavel, Mme Trouvé et M. Vannier","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF347","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000347.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1501 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1501","I","Tombé","Article 2","Première délibération","Mattei Jean-Paul","  M. Mandon, Mme Perrine Goulet et Mme Mette","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1501","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001501.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1670 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1670","I","Adopté","Après l'article 2","Première délibération","Grégoire Olivia","  M. Kasbarian, Mme Thevenot et M. Midy","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1670","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001670.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1599 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1599","I","Non renseigné","Article 23","Première délibération","Ciotti Éric","  M. Allegret-Pilot, M. Alloncle, M. Bloch, M. Carbonnel, M. Chaix, M. Chavent, Mme D'Intorni, M. Fayssat, M. Lenoir, Mme Mansouri, M. Michelet, M. Michoux, Mme Ricourt Vaginay, M. Trébuchet et M. Verny","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_23","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1599","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001599.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 249 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF249","I","Non renseigné","Article 5","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, M. Liégeon, Mme Petex, M. Fabrice Brun, M. Cordier, Mme Sylvie Bonnet, M. Breton et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_5","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF249","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000249.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1290 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1290","I","Rejeté","Après l'article 2","Première délibération","Lottiaux Philippe","  M. Jean-Philippe Tanguy, M. Allisio, M. Boulogne, M. Casterman, M. Dessigny, Mme Diaz, M. Dufosset, M. Fouquart, Mme Galzy, M. Golliot, Mme Marais-Beuil, M. Mauvieux, M. Renault, Mme Roy et M. Salmon","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1290","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001290.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 355 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF355","I","Rejeté","Après l'article 2","Première délibération","Tanguy Jean-Philippe",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF355","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000355.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 455 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF455","I","Rejeté","Article 2","Première délibération","Simonnet Danielle","  M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, Mme Belluco, M. Ben Cheikh, M. Biteau, M. Arnaud Bonnet, M. Nicolas Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, Mme Ozenne, M. Peytavie, Mme Pochon, M. Raux, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Taillé-Polian, M. Tavernier, M. Thierry et Mme Voynet","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF455","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000455.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 518 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF518","I","Non renseigné","Après l'article 27","Première délibération","Molac Paul",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_27","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF518","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000518.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 275 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF275","I","Non renseigné","Après l'article 27","Première délibération","Le Fur Corentin","  Mme Corneloup, M. Bony, Mme Petex, M. Cordier, Mme Sylvie Bonnet, M. Breton et M. Boucard","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_27","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF275","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000275.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1495 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1495","I","Adopté","Après l'article 2","Première délibération","Midy Paul",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1495","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001495.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1489 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1489","I","Adopté","Après l'article 2","Première délibération","Midy Paul",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1489","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001489.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 216 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF216","I","Non soutenu","Après l'article 2","Première délibération","Blanchet Christophe","  Mme Piron, M. Patrier-Leitus, M. Falorni, Mme Colin-Oesterlé, Mme Vidal et M. Cosson","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF216","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000216.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1635 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1635","I","Non renseigné","Après l'article 25","Première délibération","Bruneau Joël",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_25","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1635","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001635.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 951 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF951","I","Non soutenu","Après l'article 2","Première délibération","Breton Xavier",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF951","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000951.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1648 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1648","I","Rejeté","Après l'article 2","Première délibération","Naegelen Christophe","  M. Bataille et M. Castellani","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1648","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001648.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 952 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF952","I","Non soutenu","Après l'article 2","Première délibération","Breton Xavier",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF952","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000952.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 750 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF750","I","Non soutenu","Après l'article 2","Première délibération","Di Filippo Fabien",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_ARTICLE_2","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF750","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000750.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1380 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1380","I","Rejeté","Après l'article 3","Première délibération","de Courson Charles",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1380","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001380.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1135 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1135","I","Adopté","Après l'article 3","Première délibération","de Courson Charles",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1135","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001135.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 121 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF121","I","Rejeté","Article 3","Première délibération","Labaronne Daniel",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF121","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000121.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1846 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1846","I","Rejeté","Article 3","Première délibération","Juvin Philippe rapporteur général",,"Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1846","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001846.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1768 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1768","I","Rejeté","Article 3","Première délibération","Wauquiez Laurent","  M. Berger, Mme Dalloz, M. Le Fur, M. Liger, M. Ray, M. Jean-Pierre Vigier, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, M. Cordier, Mme Corneloup, Mme de Maistre, M. Descoeur, Mme Dezarnaud, M. Di Filippo, M. Dive, Mme Duby-Muller, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Lepers, M. Liégeon, Mme Alexandra Martin, Mme Frédérique Meunier, Mme Minard, M. Nury, M. Pauget, Mme Petex, M. Portier, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot et M. Vermorel-Marques","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1768","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001768.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1573 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1573","I","Rejeté","Article 3","Première délibération","Ciotti Éric","  M. Alloncle, M. Allegret-Pilot, M. Bloch, M. Carbonnel, M. Chaix, M. Chavent, Mme D'Intorni, M. Fayssat, M. Lenoir, Mme Mansouri, M. Michelet, M. Michoux, Mme Ricourt Vaginay, M. Trébuchet et M. Verny","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1573","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001573.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 1134 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF1134","I","Rejeté","Article 3","Première délibération","Brun Philippe","  Mme Allemand, M. Aviragnet, M. Baptiste, M. Barusseau, Mme Battistel, M. Baumel, M. Belhaddad, Mme Bellay, M. Benbrahim, M. Bouloux, M. Califer, Mme Capdevielle, M. Christophle, M. Courbon, M. David, M. Delaporte, M. Delautrette, Mme Diop, Mme Dombre Coste, M. Dufau, M. Echaniz, M. Eskenazi, M. Faure, Mme Froger, M. Fégné, M. Garot, Mme Godard, M. Gokel, Mme Got, M. Emmanuel Grégoire, M. Guedj, M. Hablot, Mme Hadizadeh, Mme Herouin-Léautey, Mme Céline Hervieu, M. Hollande, M. Houlié, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Lhardit, Mme Mercier, M. Naillet, M. Oberti, Mme Pantel, M. Pena, Mme Pic, Mme Pirès Beaune, M. Potier, M. Pribetich, M. Proença, Mme Rossi, Mme Rouaux, M. Aurélien Rousseau, M. Roussel, Mme Runel, Mme Récalde, M. Saint-Pasteur, Mme Santiago, M. Saulignac, M. Simion, M. Sother, Mme Thiébault-Martinez, Mme Thomin, M. Vallaud, M. Vicot et M. William","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF1134","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N001134.xml"
"PROJET DE LOI DE FINANCES POUR 2026","Amendement n° 505 - PROJET DE LOI DE FINANCES POUR 2026 - 1ère lecture (1ère assemblée saisie) - n° 1906","I-CF505","I","Rejeté","Article 3","Première délibération","Pirès Beaune Christine","  M. Philippe Brun, Mme Mercier, M. Baptiste, M. Baumel, M. Bouloux, M. Oberti, Mme Pantel, M. Vallaud, Mme Allemand, M. Aviragnet, M. Barusseau, Mme Battistel, M. Belhaddad, Mme Bellay, M. Benbrahim, M. Califer, Mme Capdevielle, M. Christophle, M. Courbon, M. David, M. Delaporte, M. Delautrette, Mme Diop, Mme Dombre Coste, M. Dufau, M. Echaniz, M. Eskenazi, M. Faure, Mme Froger, M. Fégné, M. Garot, Mme Godard, M. Gokel, Mme Got, M. Emmanuel Grégoire, M. Guedj, M. Hablot, Mme Hadizadeh, Mme Herouin-Léautey, Mme Céline Hervieu, M. Hollande, M. Houlié, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Lhardit, M. Naillet, M. Pena, Mme Pic, M. Potier, M. Pribetich, M. Proença, Mme Rossi, Mme Rouaux, M. Aurélien Rousseau, M. Roussel, Mme Runel, Mme Récalde, M. Saint-Pasteur, Mme Santiago, M. Saulignac, M. Simion, M. Sother, Mme Thiébault-Martinez, Mme Thomin, M. Vicot, M. William et les membres du groupe Socialistes et apparentés","Finances","1ère lecture (1ère assemblée saisie)","https://www.assemblee-nationale.fr/dyn/17/dossiers/PLF_2026","https://www.assemblee-nationale.fr/17/textes/1906A.asp#D_Article_3","https://www.assemblee-nationale.fr/dyn/17/amendements/1906A/CION_FIN/CF505","https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO59048B1906P1D1N000505.xml"
